#633-NPs water	
# Wavelength (nm)	%R
956	30.33636284
955	30.20814323
954	30.30716133
953	30.06199074
952	30.08387756
951	30.09149742
950	30.01851463
949	30.00172043
948	29.87861252
947	29.89329338
946	29.81784439
945	29.81896973
944	29.73438835
943	29.74577522
942	29.6913414
941	29.63642502
940	29.57778549
939	29.45129204
938	29.5330162
937	29.44268036
936	29.49435806
935	29.36449432
934	29.34604836
933	29.30815506
932	29.21489143
931	29.15921783
930	29.20755768
929	29.10407448
928	29.00115204
927	29.01375198
926	28.97216988
925	28.93187141
924	28.78004837
923	28.74238586
922	28.71939278
921	28.73363495
920	28.77741814
919	28.62514877
918	28.5584774
917	28.56552887
916	28.45888519
915	28.40317726
914	28.38907242
913	28.40387535
912	28.34071541
911	28.26930618
910	28.20353508
909	28.01531219
908	28.10209084
907	27.97317505
906	27.87490845
905	27.9484787
904	27.93067169
903	27.71805763
902	27.81473732
901	27.62835693
900	27.69168091
899	27.81605721
898	27.57201576
897	27.58992004
896	27.40974426
895	27.43087387
894	27.23153496
893	27.31495857
892	27.21365738
891	27.15093803
890	27.12427139
889	27.26886559
888	27.05494118
887	26.95613289
886	26.96953964
885	26.87511063
884	26.85424995
883	26.77135086
882	26.71950722
881	26.72973633
880	26.61231995
879	26.63655281
878	26.48501015
877	26.46574402
876	26.44285202
875	26.37527847
874	26.35401154
873	26.28352928
872	26.22612381
871	26.20831108
870	26.13167191
869	26.01287651
868	26.02871704
867	25.96873283
866	25.90089798
865	25.8625412
864	25.80161476
863	25.74521065
862	25.69854355
861	25.69065666
860	25.60927582
859	25.55974197
858	25.47744751
857	25.46283531
856	25.39685059
855	25.33119583
854	25.31454468
853	25.24746704
852	25.17480469
851	25.16194534
850	25.10340118
849	25.02856255
848	24.96232986
847	24.93416023
846	24.87193108
845	24.8105793
844	24.78808403
843	24.71713257
842	24.68566513
841	24.64315987
840	24.5853157
839	24.51032448
838	24.46412659
837	24.41671562
836	24.37046814
835	24.31145477
834	24.2655201
833	24.20298386
832	24.16077614
831	24.10722733
830	24.03658867
829	23.99355316
828	23.96121216
827	23.90830612
826	23.84144211
825	23.77868652
824	23.7188549
823	23.64924431
822	23.62229156
821	23.56745148
820	23.53213882
819	23.44555092
818	23.41400909
817	23.33938026
816	23.31336212
815	23.21864319
814	23.16919327
813	23.12643433
812	23.08725357
811	23.03730202
810	22.98998451
809	22.91352081
808	22.86910248
807	22.89413452
806	22.72797966
805	22.67808342
804	22.66724014
803	22.54357719
802	22.56924438
801	22.5674572
800	22.38036156
799	22.0316658
798	21.95157051
797	21.92575836
796	21.87068176
795	21.75785446
794	21.79444695
793	21.70311737
792	21.59924126
791	21.60158157
790	21.5525589
789	21.49982834
788	21.45538902
787	21.44550514
786	21.40247726
785	21.31367683
784	21.20594406
783	21.22506714
782	21.15477562
781	21.092453
780	21.03559303
779	21.05777168
778	20.96152687
777	20.98336601
776	20.94961166
775	20.95255661
774	20.83212662
773	20.86326981
772	20.75611687
771	20.81339264
770	20.73248482
769	20.72746658
768	20.62216568
767	20.64485168
766	20.64308739
765	20.59597969
764	20.51407814
763	20.5230732
762	20.55253029
761	20.50637817
760	20.48961258
759	20.38748169
758	20.36678696
757	20.39233017
756	20.42490959
755	20.30439949
754	20.3384819
753	20.30438423
752	20.26791763
751	20.21105194
750	20.24937439
749	20.2272892
748	20.1820755
747	20.16151619
746	20.19612885
745	20.17904282
744	20.17134666
743	20.11930656
742	20.14552498
741	20.10338402
740	20.13158035
739	20.06839561
738	20.07034874
737	20.08940125
736	20.04084969
735	20.06992912
734	19.99790382
733	20.01934624
732	20.0210495
731	19.9561882
730	19.94648933
729	19.91956902
728	19.90546227
727	19.86334229
726	19.87029648
725	19.82971954
724	19.82539368
723	19.82858849
722	19.76972961
721	19.79878044
720	19.74358559
719	19.7336216
718	19.73874092
717	19.69678116
716	19.71138191
715	19.68077469
714	19.66881371
713	19.60046387
712	19.59178543
711	19.53380013
710	19.5375061
709	19.51443481
708	19.51007271
707	19.45558548
706	19.39560699
705	19.41942787
704	19.37478828
703	19.36965752
702	19.32485771
701	19.27942657
700	19.24228859
699	19.21516991
698	19.16955948
697	19.1544857
696	19.10264587
695	19.08223534
694	19.05321884
693	19.02513885
692	18.98882294
691	18.9258461
690	18.91610336
689	18.87644958
688	18.85620689
687	18.78135681
686	18.77794266
685	18.69845581
684	18.71378708
683	18.64447594
682	18.61876106
681	18.57464218
680	18.54634666
679	18.47524261
678	18.46735001
677	18.43701935
676	18.36809921
675	18.33562469
674	18.28475189
673	18.24063873
672	18.21409607
671	18.17246628
670	18.12433052
669	18.09023476
668	18.0377636
667	18.00505257
666	17.94944
665	17.89678764
664	17.87957001
663	17.82100296
662	17.80303192
661	17.74149895
660	17.72038651
659	17.66358185
658	17.60029984
657	17.57200623
656	17.54389763
655	17.50636482
654	17.4720993
653	17.41407776
652	17.39439583
651	17.36778831
650	17.31311417
649	17.28004646
648	17.23948288
647	17.18704605
646	17.16460228
645	17.12871361
644	17.10168839
643	17.06728554
642	17.02176476
641	16.98797798
640	16.96208763
639	16.92621231
638	16.90876198
637	16.84799004
636	16.82733917
635	16.79954147
634	16.75369644
633	16.7213192
632	16.71873093
631	16.65383911
630	16.62461662
629	16.60726547
628	16.58099556
627	16.5262928
626	16.49782753
625	16.47387695
624	16.43229866
623	16.38737679
622	16.35643959
621	16.3047905
620	16.2645092
619	16.23820877
618	16.23194122
617	16.17273521
616	16.13764381
615	16.09952164
614	16.06257248
613	16.01701546
612	15.9726944
611	15.92146873
610	15.89526844
609	15.84117985
608	15.79415226
607	15.7474432
606	15.70849991
605	15.67348862
604	15.62926483
603	15.56982422
602	15.53250408
601	15.49082565
600	15.4508543
599	15.39290524
598	15.34140968
597	15.32818222
596	15.26477623
595	15.21322441
594	15.17138767
593	15.13894081
592	15.10293961
591	15.04257584
590	15.03504848
589	14.96414375
588	14.93849945
587	14.87575054
586	14.82151127
585	14.79380608
584	14.75666142
583	14.72120571
582	14.67954254
581	14.63134575
580	14.57481384
579	14.5393343
578	14.52290249
577	14.46752071
576	14.41267586
575	14.38595772
574	14.34994316
573	14.31423855
572	14.2608757
571	14.23748779
570	14.19902706
569	14.15342808
568	14.11455727
567	14.07006264
566	14.0392704
565	13.99935341
564	13.95611572
563	13.93494606
562	13.87286186
561	13.84657764
560	13.81111717
559	13.76446152
558	13.73249722
557	13.68790817
556	13.66408157
555	13.60377216
554	13.57825565
553	13.54991817
552	13.52764225
551	13.48497677
550	13.43620586
549	13.41071606
548	13.37852955
547	13.33150864
546	13.30122948
545	13.26060295
544	13.22869396
543	13.20429325
542	13.14369583
541	13.13118935
540	13.08593559
539	13.06011677
538	13.03449154
537	13.00463486
536	12.97581387
535	12.94355965
534	12.91903114
533	12.89325523
532	12.85687256
531	12.82752132
530	12.78988266
529	12.78225517
528	12.73790455
527	12.73182297
526	12.68699169
525	12.65843678
524	12.63288593
523	12.60251141
522	12.58408546
521	12.56063557
520	12.53332233
519	12.50091171
518	12.4845047
517	12.46325493
516	12.42284298
515	12.39820671
514	12.37173271
513	12.33762836
512	12.31426811
511	12.28612041
510	12.25162411
509	12.24734974
508	12.20585442
507	12.18565273
506	12.15628433
505	12.11781788
504	12.11742783
503	12.07464886
502	12.04370594
501	12.01400661
500	11.98777103
499	11.95275021
498	11.9348917
497	11.88882065
496	11.86638165
495	11.82440567
494	11.81284142
493	11.78492737
492	11.7453537
491	11.71056747
490	11.67826748
489	11.65443802
488	11.64916039
487	11.58500385
486	11.57866383
485	11.53677368
484	11.50594044
483	11.46644211
482	11.44969177
481	11.41544724
480	11.39434624
479	11.35850143
478	11.337327
477	11.31050014
476	11.29464722
475	11.26419258
474	11.23268127
473	11.21327782
472	11.1908102
471	11.16030025
470	11.11941051
469	11.09089279
468	11.09443855
467	11.05045128
466	11.02528381
465	10.99325752
464	10.9881506
463	10.96102333
462	10.932971
461	10.91502857
460	10.91484165
459	10.89067268
458	10.86140442
457	10.83757496
456	10.80096817
455	10.80264187
454	10.78693008
453	10.76549339
452	10.73616409
451	10.71586609
450	10.70020676
449	10.68172646
448	10.66325188
447	10.66079617
446	10.64128399
445	10.60281944
444	10.61768341
443	10.60270405
442	10.57838535
441	10.57873917
440	10.54426098
439	10.53252983
438	10.51071644
437	10.50321484
436	10.51347733
435	10.4877491
434	10.46943569
433	10.45837498
432	10.45410156
431	10.44189072
430	10.43494415
429	10.41658211
428	10.44530392
427	10.42075062
426	10.40908813
425	10.38512707
424	10.40621853
423	10.41517639
422	10.39045048
421	10.38633347
420	10.39161015
419	10.41568375
418	10.36065483
417	10.37897873
416	10.38887215
415	10.3848238
414	10.39183044
413	10.36614227
412	10.34033775
411	10.35880947
410	10.34230614
409	10.33272362
408	10.3176775
407	10.347229
406	10.32229328
405	10.30587673
404	10.30289745
403	10.28970051
402	10.28689766
401	10.31094933
400	10.29138756
